source_code,title,genre_code,director,year,rating,runtime_minutes,description
M0812,Before Hope,DRA,Hirokazu Kore-eda,1955,4,122,An aging chef reflects on a life of sacrifice and regret.
M0813,The Twisted Flame,DRA,Mike Leigh,1982,9.3,150,A doctor fights for justice in a system stacked against them.
M0814,Fire Trouble,COM,Wes Anderson,1989,8.2,91,A hapless pilot stumbles into a series of increasingly absurd situations.
M0815,Fear in the Dark,THR,Roman Polanski,1983,4.9,136,Someone is watching â€” and they know everything.
M0816,Weekend at the Love,COM,Rian Johnson,2014,6.1,106,A hapless pilot stumbles into a series of increasingly absurd situations.
M0817,Silent War,THR,Denis Villeneuve,2002,4.7,77,A engineer uncovers a conspiracy that puts their life in danger.
M0818,New Star,SCI,Mike Cahill,1966,6.1,134,A photographer discovers a technology that could save â€” or destroy â€” civilisation.
M0819,Echo Trouble,COM,Wes Anderson,1981,5.3,95,A scientist discovers their ordinary life is anything but.
M0820,Dust and War,WES,Tommy Lee Jones,1982,7.1,98,A lawyer seeks revenge across a thousand miles of unforgiving terrain.
M0821,Before Mountain,DRA,Terrence Malick,1961,6,126,A family struggles to stay together after a devastating loss.
M0822,Outlaws of Garden,WES,Lawrence Kasdan,1990,8.7,82,A bounty hunter questions everything they believe when the truth emerges.
M0823,Prairie Sun,WES,Sam Peckinpah,1991,5.8,133,"When old enemies meet again, the reckoning is long overdue."
M0824,A Simple Desert,DRA,Kelly Reichardt,1950,6.4,118,A doctor confronts the ghosts of their past in a small coastal town.
M0825,The Hope Files,THR,Karyn Kusama,1960,6.9,81,Someone is watching â€” and they know everything.
M0826,The Broken Game,THR,Park Chan-wook,1997,7.7,101,"When a witness disappears, a detective races to find the truth."
M0827,The Bridge Within,HOR,Jordan Peele,1988,6.8,81,The town has kept its secret for a hundred years. Until now.
M0828,Echoes of Shadow,DRA,Wong Kar-wai,2000,7.2,130,A writer fights for justice in a system stacked against them.
M0829,The Ocean Within,DRA,Asghar Farhadi,2022,7.2,143,Two strangers form an unlikely bond during a turbulent summer.
M0830,Weekend at the Memory,COM,Adam McKay,1974,6.6,96,A athlete's attempt to impress their in-laws spirals out of control.
M0831,Falling for Desert,ROM,Richard Curtis,1991,4,128,Love arrives at the most inconvenient possible moment.
M0832,Hard Soul,ACT,Kathryn Bigelow,1955,7.1,98,"Outnumbered and outgunned, a chef fights their way to the truth."
M0833,The Hope Paradox,SCI,Alex Garland,1992,7.9,127,Humanity makes contact with an intelligence beyond comprehension.
M0834,Outlaws of Star,WES,Sam Peckinpah,1971,6.3,121,A bounty hunter questions everything they believe when the truth emerges.
M0835,The Weight of Mind,DRA,Lynne Ramsay,1992,7,107,"In the aftermath of tragedy, survivors find unexpected connection."
M0836,The Truth About Memory,DOC,Michael Moore,1959,6.8,70,"Bold, unflinching, and impossible to ignore."
M0837,Lethal Fire,ACT,George Miller,1954,4.7,137,"When negotiations fail, one teacher becomes the world's last hope."
M0838,The Last Dark,HOR,Robert Eggers,2005,8.2,107,Something in the house does not want them to leave.
M0839,The Garden Quest,ANI,Jennifer Yuh Nelson,1979,7.9,70,Dreams and reality blur in this breathtaking animated tale.
M0840,The Garden Code,THR,Jeremy Saulnier,1962,5,149,A architect uncovers a conspiracy that puts their life in danger.
M0841,Hollow Waters,DRA,Lynne Ramsay,1974,7,114,A engineer fights for justice in a system stacked against them.
M0842,The Door Code,THR,Michael Mann,1967,6.6,103,A routine assignment turns into a deadly game of cat and mouse.
M0843,Orbital Wave,SCI,Shane Carruth,2019,6.6,103,"An experiment goes wrong, unleashing consequences no one anticipated."
M0844,The Dark Frontier,SCI,Gareth Edwards,1975,8.2,110,A teacher wakes aboard a drifting ship with no memory of how they got there.
M0845,The Midnight Plan,COM,Christopher Miller,1992,7.4,79,Mistaken identity leads a farmer on an unexpected adventure.
M0846,The Distant Game,THR,Denis Villeneuve,2013,6.5,111,"When a witness disappears, a artist races to find the truth."
M0847,Bright Shadows,HOR,David Robert Mitchell,1973,6.6,92,Something in the house does not want them to leave.
M0848,Vanishing Glass,THR,Brian De Palma,2006,7,134,A scientist receives a message from someone who shouldn't exist.
M0849,Frozen Frontier,WES,John Ford,1978,7.9,93,A athlete seeks revenge across a thousand miles of unforgiving terrain.
M0850,My Silent Life,COM,Adam McKay,1962,8.3,103,Three friends attempt to pull off the most ambitious scheme of their lives.
M0851,My Golden Life,COM,Taika Waititi,1997,7.1,72,Three friends attempt to pull off the most ambitious scheme of their lives.
M0852,The Forgotten Road,DRA,Wong Kar-wai,2018,5.7,133,Estranged siblings reunite to settle their parents' estate.
M0853,Lost Frontier,WES,Andrew Dominik,1974,7.1,101,"In the lawless frontier, only the ruthless survive."
M0854,The Endless Plan,COM,Rian Johnson,2024,7.1,90,"When plans go wrong, two unlikely partners must improvise their way out."
M0855,The Hollow Land,ANI,Rich Moore,1999,6.5,70,Dreams and reality blur in this breathtaking animated tale.
M0856,Void Flame,SCI,Gareth Edwards,2017,5.8,85,"When the boundaries of reality collapse, a writer searches for answers."
M0857,The Wrong Road,COM,Taika Waititi,1975,5.7,104,A family reunion descends into hilarious chaos.
M0858,Silent Mirror,THR,Roman Polanski,1982,5.9,106,Someone is watching â€” and they know everything.
M0859,Mind in the Dark,THR,Denis Villeneuve,2009,5.4,108,A architect must outwit a brilliant adversary to survive the night.
M0860,Flame in the Dark,THR,Brian De Palma,1998,7.8,113,A routine assignment turns into a deadly game of cat and mouse.
M0861,Hidden Time,THR,Karyn Kusama,2019,5.2,82,"When a witness disappears, a soldier races to find the truth."
M0862,Echo of Silence,DRA,Wong Kar-wai,1992,6.9,136,"When secrets surface, a tight-knit community begins to unravel."
M0863,Forgotten Waters,DRA,Xavier Dolan,2019,6.6,118,"When secrets surface, a tight-knit community begins to unravel."
M0864,The Mind Quest,ANI,Hayao Miyazaki,2010,4.5,70,An unlikely band of friends must work together to find their way home.
M0865,Weekend at the Peace,COM,Christopher Miller,1993,6.8,83,A family reunion descends into hilarious chaos.
M0866,Blood Road,HOR,Ti West,2007,6.7,91,The nightmare is only beginning.
M0867,Lucky Love,COM,Armando Iannucci,1993,6.7,120,Three friends attempt to pull off the most ambitious scheme of their lives.
M0868,What Lies in Ice,HOR,Babak Anvari,2023,8.8,70,A politician investigates a series of disappearances in a rural town.
M0869,Love in Wind,ROM,John Hughes,1972,8.3,108,A detective has one summer to follow their heart before it's too late.
M0870,A Bright Life,DRA,Wong Kar-wai,1979,6.1,143,"In the aftermath of tragedy, survivors find unexpected connection."
M0871,The Flame Protocol,THR,Yorgos Lanthimos,2000,6.8,118,Nothing is as it seems in this tightly wound psychological thriller.
M0872,The Stone of Dread,HOR,Ari Aster,1989,4.8,107,The town has kept its secret for a hundred years. Until now.
M0873,Maximum Time,ACT,Tony Scott,1985,7.6,166,A dangerous mission pushes a team to their absolute limits.
M0874,The Fallen Land,ANI,Lee Unkrich,2022,7.5,76,Dreams and reality blur in this breathtaking animated tale.
M0875,Hollow Blood,HOR,Robert Eggers,2000,4.8,71,The nightmare is only beginning.
M0876,The Endless One,ROM,John Hughes,1987,6.3,95,The one that got away turns out to be the one worth fighting for.
M0877,The Reckless Kiss,ROM,Greg Berlanti,1959,6.5,78,"First love, second chances, and everything in between."
M0878,The Rising Game,THR,Karyn Kusama,1955,6,111,A politician must outwit a brilliant adversary to survive the night.
M0879,The Wrong Hope,COM,Judd Apatow,1951,6.5,131,A pilot accidentally switches lives with their nemesis.
M0880,Hard Peace,ACT,John Wick,1960,5.6,103,A dangerous mission pushes a team to their absolute limits.
M0881,Stellar Mirror,SCI,Ridley Scott,1962,6.8,124,A doctor must stop time itself from unravelling.
M0882,Almost Bitter,COM,Taika Waititi,1954,7.7,84,A scientist discovers their ordinary life is anything but.
M0883,Far Away Dream,ANI,Andrew Stanton,2006,6.6,92,"Courage, friendship, and wonder await beyond the horizon."
M0884,The Star Below,HOR,Ari Aster,1961,6.8,95,Something in the house does not want them to leave.
M0885,Inside Night,DOC,Frederick Wiseman,1955,6,94,The untold story of a pilot who changed history.
M0886,Sacred Horizon,SCI,Neill Blomkamp,2004,7.1,124,The colonists of a distant planet uncover something buried for millennia.
M0887,The Weight of Shadow,DRA,Mike Leigh,1977,6.1,121,"When secrets surface, a tight-knit community begins to unravel."
M0888,The Sacred Road,DRA,Terrence Malick,2013,7.1,119,A doctor fights for justice in a system stacked against them.
M0889,The Misadventures of City,COM,Phil Lord,1967,5.7,124,Mistaken identity leads a writer on an unexpected adventure.
M0890,The Last Dream,DRA,Bong Joon-ho,1979,4.6,119,A artist confronts the ghosts of their past in a small coastal town.
M0891,The Wave Between Us,DRA,Wong Kar-wai,2004,6.6,92,A journalist confronts the ghosts of their past in a small coastal town.
M0892,The Last Glass,THR,Yorgos Lanthimos,1976,5.9,98,A pilot must outwit a brilliant adversary to survive the night.
M0893,Memory of Silence,DRA,Lynne Ramsay,2003,5.9,106,A artist confronts the ghosts of their past in a small coastal town.
M0894,Iron World,ANI,Brad Bird,2019,9,106,An unlikely band of friends must work together to find their way home.
M0895,Full Flame,ACT,Chad Stahelski,2006,6.2,102,A dangerous mission pushes a team to their absolute limits.
M0896,The Truth About Road,DOC,Frederick Wiseman,1961,7.2,112,"Bold, unflinching, and impossible to ignore."
M0897,The Misadventures of Night,COM,Christopher Miller,1989,6.9,111,Three friends attempt to pull off the most ambitious scheme of their lives.
M0898,Maximum Heart,ACT,Tony Scott,1975,6.2,142,A former musician is pulled back into a world they tried to leave behind.
M0899,The Midnight Game,THR,Yorgos Lanthimos,2014,5.5,96,A writer has 48 hours to prevent a catastrophe.
M0900,Hollow Glass,HOR,Ana Lily Amirpour,1972,6.4,117,The town has kept its secret for a hundred years. Until now.
M0901,The Midnight Truth,THR,Roman Polanski,1967,6.3,97,"When a witness disappears, a detective races to find the truth."
M0902,Before Love,DRA,Mike Leigh,2003,9.5,100,An aging politician reflects on a life of sacrifice and regret.
M0903,Orbital Fear,SCI,Ridley Scott,1965,5.3,132,A chef wakes aboard a drifting ship with no memory of how they got there.
M0904,The Bitter Reality,DOC,Laura Poitras,1997,5.9,70,Years of access reveal a world few have ever seen.
M0905,Sweet Timing,COM,Judd Apatow,1968,6.4,121,A engineer accidentally switches lives with their nemesis.
M0906,Weekend at the Shadow,COM,Edgar Wright,1961,4.9,70,Three friends attempt to pull off the most ambitious scheme of their lives.
M0907,True Horizon,SCI,Neill Blomkamp,1982,6,92,A farmer must stop time itself from unravelling.
M0908,Blood Wind,HOR,Babak Anvari,1994,6.9,80,A politician investigates a series of disappearances in a rural town.
M0909,Love Force,ACT,George Miller,1962,8.2,121,A chef goes off the grid to protect the one person who matters most.
M0910,Extreme Mirror,ACT,Chad Stahelski,1997,6.8,117,A dangerous mission pushes a team to their absolute limits.
M0911,Little River,ANI,Pete Docter,1974,6.3,135,A forgotten land holds the key to everything they've lost.
M0912,Lethal City,ACT,Chad Stahelski,1960,6.2,126,"Outnumbered and outgunned, a teacher fights their way to the truth."
M0913,Beyond River,SCI,Jonathan Nolan,1950,5.4,84,Humanity makes contact with an intelligence beyond comprehension.
M0914,Bright Timing,COM,Rian Johnson,1984,7.7,90,Mistaken identity leads a chef on an unexpected adventure.
M0915,The Iron Plan,COM,Taika Waititi,1996,5.9,83,A hapless musician stumbles into a series of increasingly absurd situations.
M0916,The Forgotten Kiss,ROM,Mira Nair,1965,7.2,90,The one that got away turns out to be the one worth fighting for.
M0917,City: A Portrait,DOC,Joshua Oppenheimer,1955,8.4,83,The hidden truth behind a story the world thought it knew.
M0918,Almost Pale,COM,Greg Mottola,1960,4.9,138,A soldier discovers their ordinary life is anything but.
M0919,Hollow Earth,HOR,Mike Flanagan,2016,8,70,Something in the house does not want them to leave.
M0920,Beyond Ocean,SCI,Mike Cahill,2009,7.1,133,A writer discovers a technology that could save â€” or destroy â€” civilisation.
M0921,The Road Agency,ACT,Chad Stahelski,1961,9.5,146,A former doctor is pulled back into a world they tried to leave behind.
M0922,Always Sun,ROM,Cameron Crowe,1982,5,70,The one that got away turns out to be the one worth fighting for.
M0923,Fire Reborn,ACT,F. Gary Gray,1978,8.4,93,A teacher goes off the grid to protect the one person who matters most.
M0924,Full Desert,ACT,Kathryn Bigelow,2005,6.8,94,A former farmer is pulled back into a world they tried to leave behind.
M0925,The Heart Agency,ACT,F. Gary Gray,1966,8.3,70,A detective goes off the grid to protect the one person who matters most.
M0926,Weekend at the Bridge,COM,Phil Lord,2004,6,117,A photographer accidentally switches lives with their nemesis.
M0927,Lethal Wind,ACT,Antoine Fuqua,1951,5.2,102,"Racing against time, a farmer must stop an attack on the capital."
M0928,Glass Dreams,ANI,Byron Howard,1986,7.6,115,"Courage, friendship, and wonder await beyond the horizon."
M0929,Maximum Sky,ACT,John Wick,1985,8.4,107,A dangerous mission pushes a team to their absolute limits.
M0930,The Earth Rider,WES,Sam Peckinpah,1978,6.4,108,"Blood, dust, and justice on the American frontier."
M0931,Tiny Wave,ANI,Pete Docter,1952,5.5,86,A young dreamer discovers a hidden world beneath their own.
M0932,Outlaws of Mountain,WES,Lawrence Kasdan,1986,6,159,A bounty hunter questions everything they believe when the truth emerges.
M0933,The Silver Game,THR,Denis Villeneuve,1988,5.8,113,A architect has 48 hours to prevent a catastrophe.
M0934,Maximum Road,ACT,Joe Carnahan,1975,6.5,105,"When negotiations fail, one soldier becomes the world's last hope."
M0935,Bright Strike,ACT,Chad Stahelski,1957,9.2,138,"Racing against time, a scientist must stop an attack on the capital."
M0936,Before Mind,DRA,Mike Leigh,1969,5.6,105,A soldier confronts the ghosts of their past in a small coastal town.
M0937,Almost Golden,COM,Greg Mottola,1972,5.8,84,"When plans go wrong, two unlikely partners must improvise their way out."
M0938,The Bright Proposal,ROM,Mark Waters,1997,7.1,102,Two people who couldn't be more different find they're perfect together.
M0939,Light Reborn,ACT,David Leitch,2023,7.9,106,"When negotiations fail, one soldier becomes the world's last hope."
M0940,Little War,ANI,Jennifer Yuh Nelson,1988,6,88,A young hero embarks on a magical quest to save their world.
M0941,Far From Hope,DRA,Bong Joon-ho,2018,6.8,95,Two strangers form an unlikely bond during a turbulent summer.
M0942,Far Away Road,ANI,Isao Takahata,1973,7.7,70,A young hero embarks on a magical quest to save their world.
M0943,Storm in the Dark,THR,David Fincher,2023,6.7,121,A routine assignment turns into a deadly game of cat and mouse.
